support,itemsets
0.01067853170189099,"['884', '715', '711', '877', '883']"
0.01067853170189099,"['858', '715', '859', '708', '711', '714', '712']"
0.01067853170189099,"['884', '870', '864', '708', '883', '712']"
0.01067853170189099,"['858', '715', '859', '708', '711', '707', '714']"
0.01067853170189099,"['858', '715', '859', '708', '711', '707', '712']"
0.01067853170189099,"['858', '859', '708', '711', '707', '714', '712']"
0.01067853170189099,"['876', '884', '877', '708', '712']"
0.01067853170189099,"['884', '864', '708', '711']"
0.01067853170189099,"['884', '715', '877', '711']"
0.01067853170189099,"['712', '711', '708', '883']"
0.01067853170189099,"['876', '715', '884', '708', '883', '712']"
0.01067853170189099,"['876', '715', '877', '708', '883', '712']"
0.01067853170189099,"['715', '884', '870', '877', '708', '712']"
0.01067853170189099,"['715', '877', '708', '711']"
0.01067853170189099,"['711', '884', '708', '883']"
0.01067853170189099,"['876', '715', '877', '864', '708']"
0.01067853170189099,"['715', '884', '870', '877', '708', '883', '712']"
0.01067853170189099,"['876', '884', '870', '877', '708', '883']"
0.01067853170189099,"['876', '715', '884', '870', '708', '883']"
0.01067853170189099,"['876', '884', '870', '877', '708']"
0.01067853170189099,"['782', '779', '783']"
0.01067853170189099,"['711', '864', '883']"
0.01067853170189099,"['876', '715', '884', '877', '864', '708', '883']"
0.01067853170189099,"['876', '715', '870', '877', '708', '883']"
0.01067853170189099,"['711', '715', '712', '883']"
0.010646750357540124,"['858', '715', '708', '711', '707', '714', '712']"
0.010646750357540124,"['876', '715', '711']"
0.010646750357540124,"['876', '711', '877', '883']"
0.010646750357540124,"['715', '864', '711']"
0.010646750357540124,"['870', '883', '715', '711']"
0.010646750357540124,"['876', '884', '870', '864', '708', '883']"
0.010646750357540124,"['884', '715', '864', '711']"
0.010646750357540124,"['711', '715', '864', '883']"
0.010646750357540124,"['876', '715', '884', '877', '708', '883', '712']"
0.010646750357540124,"['884', '870', '877', '864', '708', '712']"
0.010646750357540124,"['711', '877', '708', '883', '712']"
0.010646750357540124,"['876', '884', '864', '711']"
0.010646750357540124,"['870', '883', '877', '864', '708', '712']"
0.010646750357540124,"['884', '715', '711', '864', '883']"
0.010646750357540124,"['864', '877', '711']"
0.010646750357540124,"['876', '864', '711']"
0.010646750357540124,"['712', '877', '708', '711']"
0.010646750357540124,"['738', '707']"
0.010646750357540124,"['712', '884', '708', '711']"
0.010646750357540124,"['870', '884', '864', '711']"
0.010646750357540124,"['870', '864', '711']"
0.010646750357540124,"['876', '715', '884', '877', '708', '712']"
0.010646750357540124,"['870', '884', '711', '883']"
0.010646750357540124,"['884', '870', '883', '877', '864', '708', '712']"
0.010646750357540124,"['876', '884', '864', '708', '883', '712']"
0.010646750357540124,"['715', '711', '877', '883', '712']"
0.010646750357540124,"['715', '870', '864', '708', '883', '712']"
0.010646750357540124,"['880', '711']"
0.010646750357540124,"['712', '884', '864', '711']"
0.010646750357540124,"['715', '884', '870', '864', '708', '712']"
0.010646750357540124,"['876', '870', '864', '708', '883']"
0.010646750357540124,"['884', '877', '708', '711']"
0.010646750357540124,"['884', '715', '711', '708', '883']"
0.010646750357540124,"['876', '884', '708', '711']"
0.010646750357540124,"['884', '715', '708', '711']"
0.010646750357540124,"['884', '711', '877', '708', '883']"
0.010646750357540124,"['715', '870', '864', '708', '712']"
0.010646750357540124,"['870', '884', '708', '711']"
0.010646750357540124,"['712', '715', '877', '711']"
0.010646750357540124,"['715', '884', '870', '864', '708', '883', '712']"
0.010646750357540124,"['876', '715', '884', '870', '877', '708']"
0.010646750357540124,"['870', '877', '864', '708', '712']"
0.010646750357540124,"['876', '870', '708', '883', '712']"
0.010646750357540124,"['864', '711', '877', '883']"
0.010646750357540124,"['884', '711', '864', '877', '883']"
0.010646750357540124,"['876', '864', '708', '883', '712']"
0.010646750357540124,"['864', '884', '877', '711']"
0.010646750357540124,"['712', '864', '711']"
0.010646750357540124,"['870', '877', '708', '711']"
0.010646750357540124,"['711', '876', '884', '883']"
0.010646750357540124,"['711', '884', '712', '883']"
0.010646750357540124,"['876', '715', '884', '870', '877', '708', '883']"
0.010614969013189257,"['884', '711', '877', '883', '712']"
0.010614969013189257,"['715', '884', '711', '864', '877', '883']"
0.010614969013189257,"['711', '864', '708', '883']"
0.010614969013189257,"['870', '711', '708', '883']"
0.010614969013189257,"['715', '884', '711', '877', '708', '883']"
0.010614969013189257,"['876', '884', '877', '711']"
0.010614969013189257,"['876', '877', '708', '711']"
0.010614969013189257,"['884', '870', '711', '877', '883']"
0.010614969013189257,"['715', '711', '864', '877', '883']"
0.010614969013189257,"['858', '715', '859', '708', '711', '707', '714', '712']"
0.010614969013189257,"['876', '884', '883', '877', '864', '708', '712']"
0.010614969013189257,"['876', '715', '884', '870', '864', '708', '883']"
0.010614969013189257,"['712', '876', '711']"
0.010614969013189257,"['876', '715', '884', '864', '708', '883', '712']"
0.010614969013189257,"['876', '884', '870', '877', '864', '708', '883']"
0.010614969013189257,"['715', '884', '870', '864', '708', '877', '712']"
0.010614969013189257,"['715', '870', '883', '864', '708', '877', '712']"
0.010614969013189257,"['715', '711', '708', '883', '712']"
0.010614969013189257,"['801', '797', '793']"
0.010614969013189257,"['884', '715', '877', '708', '711']"
0.010614969013189257,"['884', '711', '864', '708', '883']"
0.010614969013189257,"['876', '715', '864', '708', '712']"
0.010614969013189257,"['884', '715', '864', '877', '711']"
0.010614969013189257,"['880', '883']"
0.010614969013189257,"['876', '715', '870', '708', '712']"
0.010614969013189257,"['876', '884', '711', '877', '883']"
0.010614969013189257,"['876', '870', '864', '708', '712']"
0.010614969013189257,"['876', '877', '864', '708', '712']"
0.010614969013189257,"['876', '870', '877', '708', '712']"
0.010614969013189257,"['876', '715', '884', '711', '883']"
0.010614969013189257,"['715', '884', '870', '883', '864', '708', '877', '712']"
0.010614969013189257,"['715', '884', '870', '711', '883']"
0.010614969013189257,"['715', '870', '711', '877', '883']"
0.010614969013189257,"['876', '715', '870', '864', '708']"
0.010614969013189257,"['870', '884', '877', '711']"
0.010614969013189257,"['870', '876', '708', '711']"
0.010614969013189257,"['876', '884', '877', '864', '708', '712']"
0.010614969013189257,"['712', '884', '877', '711']"
0.010614969013189257,"['870', '876', '884', '711']"
0.010614969013189257,"['876', '715', '884', '864', '708', '712']"
0.010614969013189257,"['884', '876', '715', '711']"
0.010614969013189257,"['870', '715', '712', '711']"
0.010614969013189257,"['876', '884', '870', '708', '883', '712']"
0.010614969013189257,"['884', '715', '712', '711']"
0.010614969013189257,"['712', '876', '884', '711']"
0.010614969013189257,"['715', '884', '711', '883', '712']"
0.010614969013189257,"['870', '884', '712', '711']"
0.010614969013189257,"['876', '715', '870', '708', '883', '712']"
0.010614969013189257,"['876', '715', '870', '864', '708', '883']"
0.010614969013189257,"['876', '715', '884', '870', '864', '708']"
0.010614969013189257,"['876', '870', '877', '864', '708']"
0.010614969013189257,"['864', '715', '877', '711']"
0.010614969013189257,"['876', '715', '864', '708', '883', '712']"
0.010614969013189257,"['876', '884', '870', '864', '708', '712']"
0.010614969013189257,"['876', '884', '870', '877', '864', '708']"
0.010614969013189257,"['883', '876', '715', '711']"
0.010614969013189257,"['870', '876', '877', '711']"
0.010614969013189257,"['876', '870', '877', '708', '883', '712']"
0.010614969013189257,"['876', '870', '877', '864', '708', '883']"
0.010614969013189257,"['876', '883', '877', '864', '708', '712']"
0.010614969013189257,"['870', '715', '877', '711']"
0.010614969013189257,"['715', '870', '864', '708', '877', '712']"
0.010614969013189257,"['884', '715', '870', '711']"
0.010583187668838392,"['870', '711', '877', '708', '883']"
0.010583187668838392,"['876', '884', '711', '708', '883']"
0.010583187668838392,"['884', '870', '711', '708', '883']"
0.010583187668838392,"['715', '884', '711', '864', '708', '883']"
0.010583187668838392,"['870', '715', '708', '711']"
0.010583187668838392,"['715', '883', '877', '708', '711', '712']"
0.010583187668838392,"['884', '711', '877', '864', '708']"
0.010583187668838392,"['711', '877', '864', '883', '708']"
0.010583187668838392,"['876', '884', '864', '708', '711']"
0.010583187668838392,"['884', '870', '864', '708', '711']"
0.010583187668838392,"['884', '870', '711', '864', '883']"
0.010583187668838392,"['876', '864', '708', '711']"
0.010583187668838392,"['876', '884', '715', '877', '711']"
0.010583187668838392,"['760', '770', '761', '763']"
0.010583187668838392,"['870', '711', '712', '883']"
0.010583187668838392,"['876', '884', '870', '877', '708', '712']"
0.010583187668838392,"['876', '715', '870', '864', '708', '877']"
0.010583187668838392,"['715', '864', '708', '711']"
0.010583187668838392,"['876', '715', '711', '877', '883']"
0.010583187668838392,"['876', '884', '711', '864', '883']"
0.010583187668838392,"['876', '715', '884', '870', '864', '708', '877', '883']"
0.010583187668838392,"['876', '715', '877', '711']"
0.010583187668838392,"['712', '711', '864', '883']"
0.010583187668838392,"['870', '712', '708', '711']"
0.010583187668838392,"['712', '864', '708', '711']"
0.010583187668838392,"['876', '715', '884', '883', '864', '708', '877', '712']"
0.010583187668838392,"['715', '884', '870', '877', '711']"
0.010583187668838392,"['715', '884', '877', '711', '712']"
0.010583187668838392,"['864', '877', '708', '711']"
0.010583187668838392,"['876', '715', '870', '864', '708', '877', '883']"
0.010583187668838392,"['870', '880', '712']"
0.010583187668838392,"['876', '715', '870', '877', '708', '712']"
0.010583187668838392,"['884', '864', '708', '711', '712']"
0.010583187668838392,"['715', '877', '708', '711', '712']"
0.010583187668838392,"['876', '715', '883', '864', '708', '877', '712']"
0.010583187668838392,"['876', '715', '884', '864', '708', '877', '712']"
0.010583187668838392,"['715', '884', '870', '711', '877', '883']"
0.010583187668838392,"['876', '711', '708', '883']"
0.010583187668838392,"['715', '884', '711', '877', '883', '712']"
0.010583187668838392,"['876', '715', '870', '877', '708', '883', '712']"
0.010583187668838392,"['876', '715', '864', '708', '877', '712']"
0.010583187668838392,"['876', '715', '884', '870', '708', '883', '712']"
0.010583187668838392,"['884', '711', '877', '864', '883', '708']"
0.010583187668838392,"['884', '711', '864', '883', '712']"
0.010583187668838392,"['876', '715', '884', '870', '864', '708', '877']"
0.010583187668838392,"['870', '876', '711', '883']"
0.010583187668838392,"['876', '884', '870', '877', '708', '883', '712']"
0.010583187668838392,"['876', '715', '884', '711', '877', '883']"
0.010583187668838392,"['870', '864', '708', '711']"
0.010583187668838392,"['715', '711', '864', '708', '883']"
0.010583187668838392,"['884', '711', '708', '883', '712']"
0.010583187668838392,"['884', '715', '864', '708', '711']"
0.010583187668838392,"['876', '715', '884', '870', '708', '712']"
0.010583187668838392,"['876', '711', '864', '883']"
0.010583187668838392,"['870', '711', '864', '883']"
0.010583187668838392,"['715', '870', '711', '708', '883']"
0.010551406324487526,"['715', '884', '711', '864', '883', '712']"
0.010551406324487526,"['876', '715', '864', '711']"
0.010551406324487526,"['712', '876', '864', '711']"
0.010551406324487526,"['876', '884', '715', '708', '711']"
0.010551406324487526,"['715', '884', '864', '711', '712']"
0.010551406324487526,"['715', '711', '864', '883', '712']"
0.010551406324487526,"['876', '884', '870', '864', '708', '883', '712']"
0.010551406324487526,"['870', '715', '864', '711']"
0.010551406324487526,"['876', '884', '870', '864', '711']"
0.010551406324487526,"['876', '715', '711', '708', '883']"
0.010551406324487526,"['715', '884', '711', '708', '883', '712']"
0.010551406324487526,"['876', '884', '864', '877', '711']"
0.010551406324487526,"['876', '711', '864', '877', '883']"
0.010551406324487526,"['884', '870', '864', '877', '711']"
0.010551406324487526,"['870', '711', '864', '877', '883']"
0.010551406324487526,"['715', '870', '877', '708', '711']"
0.010551406324487526,"['876', '711', '877', '708', '883']"
0.010551406324487526,"['876', '715', '884', '870', '877', '708', '712']"
0.010551406324487526,"['782', '780', '783']"
0.010551406324487526,"['884', '877', '708', '711', '712']"
0.010551406324487526,"['870', '712', '864', '711']"
0.010551406324487526,"['876', '884', '708', '711', '712']"
0.010551406324487526,"['884', '870', '877', '708', '711']"
0.010551406324487526,"['884', '870', '708', '711', '712']"
0.010551406324487526,"['715', '884', '711', '877', '864', '708', '883']"
0.010551406324487526,"['712', '876', '711', '883']"
0.010551406324487526,"['715', '884', '708', '711', '712']"
0.010551406324487526,"['715', '884', '870', '708', '711']"
0.010551406324487526,"['876', '884', '877', '708', '711']"
0.010551406324487526,"['884', '711', '864', '877', '883', '712']"
0.010551406324487526,"['876', '884', '870', '708', '711']"
0.010551406324487526,"['870', '712', '877', '711']"
0.010551406324487526,"['712', '715', '864', '711']"
0.010551406324487526,"['880', '708']"
0.010551406324487526,"['876', '870', '711', '877', '883']"
0.010551406324487526,"['715', '870', '711', '883', '712']"
0.010551406324487526,"['715', '711', '877', '864', '708']"
0.010551406324487526,"['712', '864', '877', '711']"
0.010551406324487526,"['876', '884', '870', '711', '883']"
0.010551406324487526,"['715', '884', '870', '711', '708', '883']"
0.010551406324487526,"['711', '864', '877', '883', '712']"
0.010551406324487526,"['715', '884', '870', '711', '864', '883']"
0.010551406324487526,"['712', '876', '708', '711']"
0.010551406324487526,"['876', '870', '864', '708', '883', '712']"
0.010551406324487526,"['715', '880']"
0.010551406324487526,"['876', '884', '864', '711', '712']"
0.010551406324487526,"['876', '884', '711', '883', '712']"
0.010551406324487526,"['884', '870', '711', '864', '877', '883']"
0.010551406324487526,"['864', '876', '877', '711']"
0.010551406324487526,"['876', '884', '711', '864', '877', '883']"
0.010551406324487526,"['876', '715', '884', '711', '708', '883']"
0.010551406324487526,"['715', '711', '877', '864', '708', '883']"
0.010551406324487526,"['876', '884', '715', '864', '711']"
0.010551406324487526,"['715', '884', '711', '877', '864', '708']"
0.010551406324487526,"['876', '715', '711', '864', '883']"
0.010551406324487526,"['715', '870', '711', '864', '883']"
0.010551406324487526,"['876', '715', '708', '711']"
0.010551406324487526,"['715', '884', '870', '864', '711']"
0.010551406324487526,"['715', '870', '877', '708', '711', '883']"
0.010551406324487526,"['870', '864', '877', '711']"
0.010551406324487526,"['884', '711', '877', '708', '883', '712']"
0.010551406324487526,"['884', '870', '711', '883', '712']"
0.010551406324487526,"['870', '876', '864', '711']"
0.010551406324487526,"['876', '715', '884', '870', '877', '708', '883', '712']"
0.010551406324487526,"['870', '711', '877', '883', '712']"
0.010551406324487526,"['884', '870', '864', '711', '712']"
0.010551406324487526,"['884', '864', '877', '711', '712']"
0.010551406324487526,"['884', '870', '711', '877', '708', '883']"
0.010551406324487526,"['876', '884', '711', '877', '708', '883']"
0.010551406324487526,"['870', '876', '715', '711']"
0.010551406324487526,"['876', '715', '884', '711', '864', '883']"
0.01051962498013666,"['876', '884', '870', '711', '877', '883']"
0.01051962498013666,"['876', '884', '870', '864', '708', '877', '712']"
0.01051962498013666,"['876', '870', '883', '864', '708', '877', '712']"
0.01051962498013666,"['876', '884', '870', '711', '712']"
0.01051962498013666,"['876', '715', '884', '877', '708', '711']"
0.01051962498013666,"['876', '715', '877', '708', '711', '883']"
0.01051962498013666,"['876', '715', '884', '864', '877', '711']"
0.01051962498013666,"['876', '711', '864', '708', '883']"
0.01051962498013666,"['876', '715', '877', '708', '711']"
0.01051962498013666,"['715', '883', '864', '877', '711', '712']"
0.01051962498013666,"['715', '884', '870', '864', '877', '711']"
0.01051962498013666,"['870', '711', '864', '708', '883']"
0.01051962498013666,"['715', '870', '864', '877', '711']"
0.01051962498013666,"['715', '884', '883', '864', '877', '711', '712']"
0.01051962498013666,"['715', '884', '870', '877', '708', '711']"
0.01051962498013666,"['715', '864', '877', '711', '712']"
0.01051962498013666,"['715', '884', '864', '877', '711', '712']"
0.01051962498013666,"['715', '884', '870', '711', '712']"
0.01051962498013666,"['707', '880']"
0.01051962498013666,"['876', '715', '711', '883', '712']"
0.01051962498013666,"['884', '870', '877', '711', '712']"
0.01051962498013666,"['715', '870', '877', '711', '712']"
0.01051962498013666,"['876', '715', '884', '711', '883', '712']"
0.01051962498013666,"['876', '715', '864', '877', '711', '883']"
0.01051962498013666,"['876', '884', '711', '864', '708', '883']"
0.01051962498013666,"['712', '876', '715', '711']"
0.01051962498013666,"['884', '870', '711', '864', '708', '883']"
0.01051962498013666,"['715', '884', '870', '711', '883', '712']"
0.01051962498013666,"['876', '715', '884', '870', '864', '708', '712']"
0.01051962498013666,"['876', '715', '864', '877', '711']"
0.01051962498013666,"['876', '715', '884', '870', '711', '883']"
0.01051962498013666,"['876', '715', '870', '864', '708', '883', '712']"
0.01051962498013666,"['711', '864', '708', '883', '712']"
0.01051962498013666,"['782', '780', '779']"
0.01051962498013666,"['870', '711', '708', '883', '712']"
0.01051962498013666,"['876', '711', '877', '883', '712']"
0.01051962498013666,"['876', '715', '884', '877', '708', '711', '883']"
0.01051962498013666,"['876', '715', '884', '711', '712']"
0.01051962498013666,"['715', '884', '870', '877', '708', '711', '883']"
0.01051962498013666,"['876', '884', '877', '711', '712']"
0.01051962498013666,"['715', '870', '883', '877', '711', '712']"
0.01051962498013666,"['876', '715', '870', '864', '708', '712']"
0.01051962498013666,"['876', '870', '864', '708', '877', '712']"
0.01051962498013666,"['876', '870', '877', '708', '711']"
0.01051962498013666,"['712', '876', '877', '711']"
0.01051962498013666,"['715', '884', '883', '877', '708', '711', '712']"
0.01051962498013666,"['809', '748']"
0.01051962498013666,"['876', '884', '870', '877', '711']"
0.01051962498013666,"['876', '715', '870', '711', '883']"
0.01051962498013666,"['852', '854', '711']"
0.01051962498013666,"['876', '715', '884', '870', '711']"
0.01051962498013666,"['876', '884', '870', '883', '864', '708', '877', '712']"
0.01051962498013666,"['715', '870', '864', '877', '711', '883']"
0.01051962498013666,"['715', '884', '877', '708', '711', '712']"
0.01051962498013666,"['876', '715', '884', '870', '864', '708', '883', '712']"
0.01051962498013666,"['884', '870', '711', '877', '883', '712']"
0.01051962498013666,"['884', '711', '864', '708', '883', '712']"
0.01051962498013666,"['876', '884', '711', '877', '883', '712']"
0.01051962498013666,"['715', '884', '870', '864', '877', '711', '883']"
0.01051962498013666,"['876', '715', '884', '864', '877', '711', '883']"
0.01051962498013666,"['870', '876', '712', '711']"
0.010487843635785794,"['715', '884', '870', '877', '711', '712']"
0.010487843635785794,"['715', '870', '883', '708', '711', '712']"
0.010487843635785794,"['876', '715', '884', '870', '883', '864', '708', '877', '712']"
0.010487843635785794,"['711', '865', '883']"
0.010487843635785794,"['876', '715', '877', '711', '712']"
0.010487843635785794,"['876', '715', '870', '883', '864', '708', '877', '712']"
0.010487843635785794,"['715', '870', '708', '711', '712']"
0.010487843635785794,"['884', '870', '711', '877', '864', '708']"
0.010487843635785794,"['876', '884', '711', '864', '883', '712']"
0.010487843635785794,"['870', '883', '877', '708', '711', '712']"
0.010487843635785794,"['870', '864', '708', '711', '712']"
0.010487843635785794,"['877', '865']"
0.010487843635785794,"['715', '865', '883']"
0.010487843635785794,"['876', '864', '708', '711', '712']"
0.010487843635785794,"['711', '877', '864', '708', '712']"
0.010487843635785794,"['876', '715', '870', '864', '708', '877', '712']"
0.010487843635785794,"['876', '715', '870', '877', '711']"
0.010487843635785794,"['715', '884', '883', '864', '708', '711', '712']"
0.010487843635785794,"['876', '715', '883', '877', '711', '712']"
0.010487843635785794,"['876', '884', '711', '877', '864', '708', '883']"
0.010487843635785794,"['715', '865']"
0.010487843635785794,"['876', '715', '884', '877', '711', '712']"
0.010487843635785794,"['876', '870', '711', '864', '883']"
0.010487843635785794,"['876', '715', '870', '877', '711', '883']"
0.010487843635785794,"['876', '715', '884', '870', '877', '711']"
0.010487843635785794,"['876', '884', '870', '711', '708', '883']"
0.010487843635785794,"['876', '884', '711', '877', '864', '708']"
0.010487843635785794,"['876', '884', '864', '708', '711', '712']"
0.010487843635785794,"['884', '870', '864', '708', '711', '712']"
0.010487843635785794,"['884', '870', '711', '708', '883', '712']"
0.010487843635785794,"['876', '884', '711', '708', '883', '712']"
0.010487843635785794,"['876', '711', '877', '864', '708', '883']"
0.010487843635785794,"['870', '711', '864', '883', '712']"
0.010487843635785794,"['876', '715', '884', '870', '864', '708', '877', '712']"
0.010487843635785794,"['715', '864', '708', '711', '712']"
0.010487843635785794,"['883', '711', '877', '864', '708', '712']"
0.010487843635785794,"['884', '870', '711', '877', '864', '708', '883']"
0.010487843635785794,"['884', '711', '877', '864', '708', '712']"
0.010487843635785794,"['715', '884', '870', '864', '708', '711', '883']"
0.010487843635785794,"['876', '715', '864', '708', '711']"
0.010487843635785794,"['876', '715', '864', '708', '711', '883']"
0.010487843635785794,"['715', '884', '864', '708', '711', '712']"
0.010487843635785794,"['884', '865', '883']"
0.010487843635785794,"['876', '715', '884', '864', '708', '711']"
0.010487843635785794,"['715', '883', '864', '708', '711', '712']"
0.010487843635785794,"['876', '870', '711', '708', '883']"
0.010487843635785794,"['715', '884', '870', '883', '877', '711', '712']"
0.010487843635785794,"['877', '865', '883']"
0.010487843635785794,"['884', '870', '711', '864', '883', '712']"
0.010487843635785794,"['876', '715', '884', '870', '877', '711', '883']"
0.010487843635785794,"['876', '870', '864', '708', '711']"
0.010487843635785794,"['870', '711', '877', '864', '708']"
0.010487843635785794,"['884', '883', '711', '877', '864', '708', '712']"
0.010487843635785794,"['876', '711', '877', '864', '708']"
0.010487843635785794,"['715', '870', '864', '708', '711']"
0.010487843635785794,"['876', '715', '884', '883', '877', '711', '712']"
0.010487843635785794,"['876', '711', '708', '883', '712']"
0.010487843635785794,"['876', '884', '870', '864', '708', '711']"
0.010487843635785794,"['876', '715', '884', '864', '708', '711', '883']"
0.010487843635785794,"['715', '870', '864', '708', '711', '883']"
0.010487843635785794,"['715', '884', '870', '864', '708', '711']"
0.010487843635785794,"['870', '711', '877', '864', '708', '883']"
0.010487843635785794,"['884', '865']"
0.010487843635785794,"['870', '877', '708', '711', '712']"
0.010487843635785794,"['782', '781', '780']"
0.010487843635785794,"['876', '711', '864', '883', '712']"
0.010487843635785794,"['876', '884', '870', '711', '864', '883']"
0.010456062291434927,"['715', '870', '864', '711', '712']"
0.010456062291434927,"['876', '715', '864', '711', '712']"
0.010456062291434927,"['876', '877', '708', '711', '712']"
0.010456062291434927,"['870', '877', '864', '711', '712']"
0.010456062291434927,"['876', '884', '883', '864', '877', '711', '712']"
0.010456062291434927,"['876', '870', '864', '877', '711']"
0.010456062291434927,"['884', '870', '883', '877', '864', '711', '712']"
0.010456062291434927,"['876', '870', '708', '711', '712']"
0.010456062291434927,"['876', '870', '711', '883', '712']"
0.010456062291434927,"['876', '884', '870', '864', '877', '711', '883']"
0.010456062291434927,"['715', '884', '883', '864', '708', '711', '877', '712']"
0.010456062291434927,"['864', '865']"
0.010456062291434927,"['876', '864', '877', '711', '712']"
0.010456062291434927,"['779', '748']"
0.010456062291434927,"['870', '707', '715']"
0.010456062291434927,"['876', '715', '708', '711', '712']"
0.010456062291434927,"['876', '715', '884', '864', '708', '711', '877', '883']"
0.010456062291434927,"['876', '715', '870', '708', '711']"
0.010456062291434927,"['715', '884', '870', '864', '708', '711', '877', '883']"
0.010456062291434927,"['884', '880']"
0.010456062291434927,"['715', '884', '870', '883', '864', '711', '712']"
0.010456062291434927,"['876', '715', '870', '864', '711']"
0.010456062291434927,"['876', '715', '884', '883', '864', '711', '712']"
0.010456062291434927,"['876', '870', '864', '711', '712']"
0.010456062291434927,"['876', '715', '884', '870', '864', '711', '883']"
0.010456062291434927,"['715', '870', '883', '864', '711', '712']"
0.010456062291434927,"['876', '715', '884', '883', '708', '711', '712']"
0.010456062291434927,"['876', '883', '864', '877', '711', '712']"
0.010456062291434927,"['876', '884', '870', '711', '883', '712']"
0.010456062291434927,"['876', '715', '870', '864', '711', '883']"
0.010456062291434927,"['876', '715', '884', '870', '864', '711']"
0.010456062291434927,"['884', '715', '865']"
0.010456062291434927,"['876', '884', '870', '708', '711', '712']"
0.010456062291434927,"['876', '884', '870', '877', '708', '711', '883']"
0.010456062291434927,"['876', '884', '870', '877', '708', '711']"
0.010456062291434927,"['884', '870', '877', '708', '711', '712']"
0.010456062291434927,"['876', '883', '877', '708', '711', '712']"
0.010456062291434927,"['876', '884', '877', '708', '711', '712']"
0.010456062291434927,"['715', '870', '864', '708', '711', '877']"
0.010456062291434927,"['884', '870', '883', '877', '708', '711', '712']"
0.010456062291434927,"['876', '870', '877', '708', '711', '883']"
0.010456062291434927,"['876', '884', '883', '877', '708', '711', '712']"
0.010456062291434927,"['876', '715', '864', '708', '711', '877']"
0.010456062291434927,"['876', '715', '870', '708', '711', '883']"
0.010456062291434927,"['876', '715', '884', '870', '708', '711']"
0.010456062291434927,"['876', '715', '884', '870', '708', '711', '883']"
0.010456062291434927,"['876', '870', '864', '877', '711', '883']"
0.010456062291434927,"['876', '884', '870', '864', '877', '711']"
0.010456062291434927,"['715', '870', '864', '708', '711', '877', '883']"
0.010456062291434927,"['876', '715', '884', '864', '708', '711', '877']"
0.010456062291434927,"['715', '884', '870', '864', '708', '711', '877']"
0.010456062291434927,"['876', '884', '864', '877', '711', '712']"
0.010456062291434927,"['876', '715', '864', '708', '711', '877', '883']"
0.010456062291434927,"['715', '884', '864', '708', '711', '877', '712']"
0.010456062291434927,"['715', '864', '708', '711', '877', '712']"
0.010456062291434927,"['876', '715', '883', '708', '711', '712']"
0.010456062291434927,"['876', '715', '884', '708', '711', '712']"
0.010456062291434927,"['715', '883', '864', '708', '711', '877', '712']"
0.010456062291434927,"['876', '715', '884', '864', '711', '712']"
0.010456062291434927,"['876', '715', '883', '864', '711', '712']"
0.010456062291434927,"['884', '715', '865', '883']"
0.010456062291434927,"['715', '870', '877', '708', '711', '712']"
0.010456062291434927,"['876', '884', '870', '864', '711', '712']"
0.010456062291434927,"['870', '883', '877', '864', '711', '712']"
0.010456062291434927,"['715', '870', '883', '877', '708', '711', '712']"
0.010456062291434927,"['884', '870', '877', '864', '711', '712']"
0.010456062291434927,"['715', '884', '870', '864', '711', '712']"
0.010456062291434927,"['715', '884', '870', '883', '708', '711', '712']"
0.010456062291434927,"['715', '884', '870', '708', '711', '712']"
0.010424280947084062,"['715', '884', '870', '883', '864', '877', '711', '712']"
0.010424280947084062,"['876', '715', '884', '883', '877', '708', '711', '712']"
0.010424280947084062,"['876', '715', '884', '877', '708', '711', '712']"
0.010424280947084062,"['876', '715', '884', '883', '864', '877', '711', '712']"
0.010424280947084062,"['876', '870', '864', '708', '711', '883']"
0.010424280947084062,"['876', '715', '883', '877', '708', '711', '712']"
0.010424280947084062,"['865', '708', '711']"
0.010424280947084062,"['884', '877', '865', '883']"
0.010424280947084062,"['876', '883', '864', '708', '711', '712']"
0.010424280947084062,"['715', '884', '870', '883', '877', '708', '711', '712']"
0.010424280947084062,"['876', '715', '877', '708', '711', '712']"
0.010424280947084062,"['884', '877', '865']"
0.010424280947084062,"['864', '865', '883']"
0.010424280947084062,"['876', '884', '870', '883', '877', '711', '712']"
0.010424280947084062,"['884', '864', '865']"
0.010424280947084062,"['876', '884', '883', '864', '708', '711', '712']"
0.010424280947084062,"['876', '715', '870', '864', '877', '711', '883']"
0.010424280947084062,"['876', '715', '884', '870', '877', '708', '711', '883']"
0.010424280947084062,"['715', '877', '865', '883']"
0.010424280947084062,"['876', '715', '884', '870', '883', '711', '712']"
0.010424280947084062,"['870', '865', '883']"
0.010424280947084062,"['876', '715', '884', '870', '864', '877', '711']"
0.010424280947084062,"['884', '864', '865', '883']"
0.010424280947084062,"['870', '883', '864', '708', '711', '712']"
0.010424280947084062,"['884', '870', '883', '864', '708', '711', '712']"
0.010424280947084062,"['876', '715', '870', '877', '708', '711']"
0.010424280947084062,"['715', '884', '870', '877', '708', '711', '712']"
0.010424280947084062,"['876', '715', '870', '883', '711', '712']"
0.010424280947084062,"['865', '712']"
0.010424280947084062,"['876', '870', '877', '711', '712']"
0.010424280947084062,"['865', '708', '883']"
0.010424280947084062,"['715', '884', '870', '864', '877', '711', '712']"
0.010424280947084062,"['715', '877', '865']"
0.010424280947084062,"['856', '711']"
0.010424280947084062,"['876', '884', '870', '864', '708', '711', '883']"
